return_id,order_id,product_id,return_reason,return_status,return_date
RET0002565,ORD0098151,PROD006099,Damaged Item,approved,2021-11-20
RET0002566,ORD0084271,PROD001062,Changed Mind,approved,2023-02-12
RET0002567,ORD0102214,PROD006803,Late Delivery,picked_up,2023-08-24
RET0002568,ORD0040138,PROD005304,Damaged Item,picked_up,2022-07-15
RET0002569,ORD0111654,PROD001888,Wrong Item,picked_up,2023-06-12
RET0002570,ORD0020537,PROD005898,Late Delivery,refunded,2021-11-18
RET0002571,ORD0070885,PROD000640,Changed Mind,picked_up,2021-05-26
RET0002572,ORD0106532,PROD000521,Changed Mind,requested,2022-07-24
RET0002573,ORD0072834,PROD001846,Changed Mind,picked_up,2022-03-16
RET0002574,ORD0009975,PROD001399,Damaged Item,picked_up,2021-02-13
RET0002575,ORD0022883,PROD006213,Late Delivery,requested,2022-08-03
RET0002576,ORD0062467,PROD004742,Size Issue,approved,2024-04-11
RET0002577,ORD0044402,PROD006997,Late Delivery,picked_up,2022-12-18
RET0002578,ORD0114319,PROD002387,Changed Mind,requested,2023-11-03
RET0002579,ORD0018601,PROD000873,Quality Issue,requested,2023-02-27
RET0002580,ORD0008120,PROD002237,Changed Mind,approved,2021-05-04
RET0002581,ORD0073677,PROD002269,Size Issue,approved,2023-01-02
RET0002582,ORD0036134,PROD000889,Late Delivery,requested,2021-11-02
RET0002583,ORD0080305,PROD000742,Late Delivery,refunded,2024-02-20
RET0002584,ORD0003426,PROD003127,Damaged Item,approved,2023-05-19
RET0002585,ORD0086413,PROD000432,Quality Issue,picked_up,2022-08-25
RET0002586,ORD0015231,PROD002559,Quality Issue,picked_up,2021-09-13
RET0002587,ORD0099928,PROD003140,Size Issue,refunded,2023-08-01
RET0002588,ORD0007104,PROD004561,Size Issue,picked_up,2024-04-23
RET0002589,ORD0102450,PROD002935,Late Delivery,approved,2023-08-20
RET0002590,ORD0099961,PROD001414,Late Delivery,approved,2024-05-11
RET0002591,ORD0118967,PROD005678,Damaged Item,picked_up,2023-12-03
RET0002592,ORD0082917,PROD002812,Changed Mind,picked_up,2022-12-26
RET0002593,ORD0040978,PROD000430,Late Delivery,refunded,2023-05-20
RET0002594,ORD0011400,PROD007659,Damaged Item,approved,2022-11-25
RET0002595,ORD0076593,PROD005188,Quality Issue,picked_up,2023-05-14
RET0002596,ORD0089851,PROD001286,Quality Issue,approved,2021-11-28
RET0002597,ORD0025114,PROD003733,Damaged Item,refunded,2023-07-15
RET0002598,ORD0057160,PROD007267,Wrong Item,requested,2023-02-17
RET0002599,ORD0117087,PROD005711,Changed Mind,refunded,2021-11-25
RET0002600,ORD0101936,PROD005726,Changed Mind,picked_up,2021-08-06
RET0002601,ORD0002587,PROD000650,Size Issue,approved,2022-12-24
RET0002602,ORD0108828,PROD003912,Damaged Item,requested,2021-02-24
RET0002603,ORD0046841,PROD000181,Wrong Item,refunded,2024-04-01
RET0002604,ORD0064423,PROD006438,Quality Issue,picked_up,2024-05-14
RET0002605,ORD0085375,PROD004132,Damaged Item,refunded,2021-05-05
RET0002606,ORD0047278,PROD006379,Quality Issue,refunded,2022-03-20
RET0002607,ORD0041109,PROD007341,Late Delivery,requested,2022-07-19
RET0002608,ORD0021891,PROD007397,Quality Issue,approved,2021-10-15
RET0002609,ORD0003216,PROD007091,Damaged Item,requested,2021-10-05
RET0002610,ORD0112000,PROD006897,Wrong Item,requested,2021-12-11
RET0002611,ORD0077649,PROD002058,Quality Issue,refunded,2021-02-07
RET0002612,ORD0080776,PROD003981,Quality Issue,picked_up,2022-03-13
RET0002613,ORD0036035,PROD007499,Changed Mind,requested,2021-06-27
RET0002614,ORD0019941,PROD006909,Quality Issue,picked_up,2024-02-20
RET0002615,ORD0022852,PROD000781,Size Issue,refunded,2021-12-13
RET0002616,ORD0088839,PROD004923,Late Delivery,picked_up,2022-08-30
RET0002617,ORD0067237,PROD005384,Size Issue,refunded,2023-03-08
RET0002618,ORD0059995,PROD005794,Damaged Item,requested,2024-04-06
RET0002619,ORD0084308,PROD005668,Changed Mind,requested,2021-08-21
RET0002620,ORD0101115,PROD001030,Size Issue,requested,2023-10-03
RET0002621,ORD0100773,PROD007341,Size Issue,refunded,2022-05-11
RET0002622,ORD0095699,PROD006687,Late Delivery,approved,2023-03-16
RET0002623,ORD0116191,PROD004647,Wrong Item,approved,2021-05-18
RET0002624,ORD0006483,PROD007951,Damaged Item,requested,2021-10-05
RET0002625,ORD0079944,PROD006577,Size Issue,requested,2023-11-18
RET0002626,ORD0029687,PROD002648,Damaged Item,requested,2021-08-12
RET0002627,ORD0026670,PROD007472,Changed Mind,requested,2023-09-25
RET0002628,ORD0036476,PROD003834,Changed Mind,approved,2024-03-23
RET0002629,ORD0019346,PROD007527,Changed Mind,approved,2022-09-13
RET0002630,ORD0115461,PROD004540,Late Delivery,refunded,2021-05-26
RET0002631,ORD0028005,PROD002956,Late Delivery,picked_up,2023-01-31
RET0002632,ORD0100085,PROD006968,Wrong Item,requested,2022-03-07
RET0002633,ORD0049060,PROD001190,Wrong Item,refunded,2021-02-07
RET0002634,ORD0039075,PROD003511,Wrong Item,approved,2021-04-07
RET0002635,ORD0022273,PROD003562,Size Issue,approved,2023-04-27
RET0002636,ORD0103862,PROD006195,Size Issue,approved,2022-01-12
RET0002637,ORD0085477,PROD006746,Changed Mind,requested,2022-10-10
RET0002638,ORD0013451,PROD003180,Quality Issue,refunded,2021-09-24
RET0002639,ORD0075288,PROD003415,Wrong Item,picked_up,2021-10-01
RET0002640,ORD0100735,PROD004801,Damaged Item,requested,2021-05-24
RET0002641,ORD0060015,PROD000491,Size Issue,requested,2022-06-20
RET0002642,ORD0105614,PROD002598,Changed Mind,approved,2021-09-14
RET0002643,ORD0043779,PROD004469,Damaged Item,approved,2021-12-01
RET0002644,ORD0107156,PROD000458,Damaged Item,approved,2023-04-25
RET0002645,ORD0032909,PROD004378,Wrong Item,approved,2021-04-20
RET0002646,ORD0083534,PROD006326,Quality Issue,approved,2021-10-13
RET0002647,ORD0002793,PROD006800,Changed Mind,requested,2021-04-22
RET0002648,ORD0114882,PROD001010,Size Issue,requested,2024-04-09
RET0002649,ORD0089175,PROD001249,Changed Mind,requested,2022-10-31
RET0002650,ORD0064517,PROD007299,Damaged Item,requested,2021-10-03
RET0002651,ORD0030446,PROD002165,Wrong Item,picked_up,2022-10-18
RET0002652,ORD0076118,PROD005929,Damaged Item,requested,2021-12-20
RET0002653,ORD0064981,PROD007570,Damaged Item,refunded,2021-11-02
RET0002654,ORD0013297,PROD002978,Changed Mind,refunded,2022-10-24
RET0002655,ORD0108590,PROD001579,Late Delivery,approved,2022-06-23
RET0002656,ORD0030383,PROD003769,Changed Mind,picked_up,2021-06-25
RET0002657,ORD0117787,PROD007187,Size Issue,approved,2023-05-21
RET0002658,ORD0025276,PROD003006,Quality Issue,requested,2023-10-05
RET0002659,ORD0079816,PROD007020,Wrong Item,refunded,2023-08-04
RET0002660,ORD0070120,PROD000235,Changed Mind,refunded,2022-02-05
RET0002661,ORD0119114,PROD003660,Changed Mind,picked_up,2021-11-23
RET0002662,ORD0066581,PROD007496,Quality Issue,approved,2023-02-18
RET0002663,ORD0076081,PROD000003,Late Delivery,refunded,2021-11-11
RET0002664,ORD0072530,PROD001875,Size Issue,picked_up,2023-02-18
RET0002665,ORD0080492,PROD001017,Late Delivery,approved,2022-05-09
RET0002666,ORD0085034,PROD000616,Changed Mind,requested,2021-11-24
RET0002667,ORD0066138,PROD003379,Damaged Item,picked_up,2022-05-17
RET0002668,ORD0021681,PROD001441,Size Issue,picked_up,2021-06-04
RET0002669,ORD0044669,PROD007621,Size Issue,picked_up,2021-09-15
RET0002670,ORD0004752,PROD004619,Quality Issue,requested,2021-06-02
RET0002671,ORD0047247,PROD007865,Quality Issue,picked_up,2023-05-14
RET0002672,ORD0008831,PROD006615,Damaged Item,refunded,2022-09-05
RET0002673,ORD0033334,PROD002658,Damaged Item,approved,2022-04-05
RET0002674,ORD0046936,PROD000599,Size Issue,picked_up,2023-04-18
RET0002675,ORD0054522,PROD001792,Late Delivery,requested,2022-02-12
RET0002676,ORD0093890,PROD005407,Late Delivery,refunded,2023-10-22
RET0002677,ORD0014150,PROD000714,Wrong Item,picked_up,2023-01-11
RET0002678,ORD0058007,PROD002294,Wrong Item,picked_up,2022-07-22
RET0002679,ORD0036552,PROD004728,Changed Mind,picked_up,2023-04-24
RET0002680,ORD0015865,PROD007430,Damaged Item,requested,2023-03-09
RET0002681,ORD0091132,PROD000526,Changed Mind,approved,2023-05-25
RET0002682,ORD0074285,PROD003686,Late Delivery,picked_up,2021-08-04
RET0002683,ORD0118645,PROD002397,Quality Issue,approved,2022-11-21
RET0002684,ORD0049739,PROD002252,Late Delivery,approved,2024-02-15
RET0002685,ORD0081063,PROD005777,Damaged Item,approved,2023-11-13
RET0002686,ORD0026958,PROD000636,Changed Mind,refunded,2024-04-16
RET0002687,ORD0117270,PROD000823,Late Delivery,approved,2023-06-30
RET0002688,ORD0059143,PROD006423,Damaged Item,approved,2022-12-09
RET0002689,ORD0073694,PROD004453,Wrong Item,picked_up,2023-12-26
RET0002690,ORD0050663,PROD007482,Changed Mind,requested,2021-12-09
RET0002691,ORD0085506,PROD005097,Size Issue,approved,2023-01-11
RET0002692,ORD0023144,PROD003056,Damaged Item,picked_up,2021-02-02
RET0002693,ORD0090547,PROD002634,Changed Mind,requested,2021-08-17
RET0002694,ORD0048594,PROD000338,Damaged Item,refunded,2021-08-03
RET0002695,ORD0028972,PROD005190,Damaged Item,picked_up,2022-09-03
RET0002696,ORD0038774,PROD006911,Size Issue,approved,2023-04-02
RET0002697,ORD0062647,PROD000671,Wrong Item,refunded,2024-05-09
RET0002698,ORD0005484,PROD007195,Changed Mind,refunded,2024-03-05
RET0002699,ORD0058966,PROD006357,Changed Mind,requested,2021-04-17
RET0002700,ORD0048542,PROD007431,Damaged Item,picked_up,2022-03-10
RET0002701,ORD0093186,PROD000010,Late Delivery,approved,2024-03-29
RET0002702,ORD0117162,PROD002616,Late Delivery,picked_up,2022-02-06
RET0002703,ORD0076823,PROD001871,Late Delivery,refunded,2021-09-06
RET0002704,ORD0113592,PROD000417,Wrong Item,picked_up,2024-02-11
RET0002705,ORD0118479,PROD002246,Size Issue,requested,2021-03-06
RET0002706,ORD0116152,PROD006404,Late Delivery,picked_up,2022-02-26
RET0002707,ORD0076129,PROD002518,Size Issue,requested,2021-04-21
RET0002708,ORD0007777,PROD005884,Size Issue,approved,2021-07-03
RET0002709,ORD0006580,PROD004644,Quality Issue,requested,2022-02-16
RET0002710,ORD0102158,PROD004503,Damaged Item,refunded,2022-12-15
RET0002711,ORD0062031,PROD004187,Wrong Item,approved,2023-01-10
RET0002712,ORD0054103,PROD007367,Size Issue,picked_up,2021-05-03
RET0002713,ORD0100095,PROD006750,Late Delivery,refunded,2023-08-05
RET0002714,ORD0008936,PROD004660,Size Issue,picked_up,2022-01-14
RET0002715,ORD0074693,PROD000778,Damaged Item,requested,2022-03-31
RET0002716,ORD0086456,PROD007874,Late Delivery,approved,2023-10-03
RET0002717,ORD0091272,PROD005661,Size Issue,picked_up,2022-12-27
RET0002718,ORD0091298,PROD002216,Damaged Item,refunded,2022-03-24
RET0002719,ORD0021723,PROD000050,Late Delivery,approved,2023-06-30
RET0002720,ORD0116730,PROD003490,Changed Mind,refunded,2021-04-18
RET0002721,ORD0041920,PROD007022,Late Delivery,requested,2022-03-13
RET0002722,ORD0011276,PROD004552,Wrong Item,requested,2023-06-02
RET0002723,ORD0054901,PROD004889,Changed Mind,requested,2023-05-22
RET0002724,ORD0036875,PROD003042,Quality Issue,approved,2023-06-28
RET0002725,ORD0052083,PROD002517,Late Delivery,requested,2021-03-30
RET0002726,ORD0057826,PROD006261,Wrong Item,approved,2023-05-24
RET0002727,ORD0010581,PROD006611,Wrong Item,picked_up,2021-07-21
RET0002728,ORD0055196,PROD007598,Changed Mind,refunded,2023-07-03
RET0002729,ORD0014139,PROD002770,Wrong Item,approved,2022-12-11
RET0002730,ORD0023654,PROD006030,Damaged Item,approved,2022-05-03
RET0002731,ORD0002081,PROD001096,Quality Issue,picked_up,2021-03-30
RET0002732,ORD0010457,PROD003845,Size Issue,approved,2023-12-15
RET0002733,ORD0089418,PROD002138,Changed Mind,approved,2021-09-26
RET0002734,ORD0043789,PROD005956,Changed Mind,approved,2024-03-27
RET0002735,ORD0053418,PROD003925,Late Delivery,picked_up,2021-04-25
RET0002736,ORD0094895,PROD000070,Wrong Item,picked_up,2022-08-04
RET0002737,ORD0085335,PROD003917,Wrong Item,approved,2021-03-13
RET0002738,ORD0017321,PROD000220,Wrong Item,requested,2022-01-17
RET0002739,ORD0012554,PROD006115,Late Delivery,requested,2024-04-09
RET0002740,ORD0097519,PROD003477,Damaged Item,approved,2021-03-08
RET0002741,ORD0038904,PROD004141,Size Issue,requested,2022-01-28
RET0002742,ORD0101534,PROD004046,Size Issue,picked_up,2022-10-03
RET0002743,ORD0037674,PROD004674,Wrong Item,refunded,2024-03-26
RET0002744,ORD0088204,PROD004819,Wrong Item,picked_up,2022-07-27
RET0002745,ORD0067333,PROD002763,Late Delivery,requested,2022-08-28
RET0002746,ORD0097003,PROD006000,Size Issue,requested,2023-04-14
RET0002747,ORD0115448,PROD004493,Wrong Item,picked_up,2021-12-02
RET0002748,ORD0070068,PROD000250,Damaged Item,requested,2023-02-02
RET0002749,ORD0076804,PROD006122,Late Delivery,requested,2021-02-28
RET0002750,ORD0007343,PROD001917,Quality Issue,picked_up,2024-04-16
RET0002751,ORD0043713,PROD004538,Damaged Item,requested,2022-02-23
RET0002752,ORD0010444,PROD000649,Changed Mind,refunded,2022-09-14
RET0002753,ORD0005146,PROD000634,Late Delivery,approved,2021-08-07
RET0002754,ORD0062740,PROD005298,Quality Issue,requested,2021-08-02
RET0002755,ORD0109010,PROD001819,Changed Mind,refunded,2022-10-12
RET0002756,ORD0006135,PROD001970,Late Delivery,refunded,2024-02-28
RET0002757,ORD0024424,PROD000979,Late Delivery,approved,2022-09-18
RET0002758,ORD0109593,PROD003430,Changed Mind,requested,2021-07-06
RET0002759,ORD0045251,PROD006860,Changed Mind,requested,2023-06-04
RET0002760,ORD0031152,PROD001676,Wrong Item,requested,2023-12-02
RET0002761,ORD0022262,PROD005075,Damaged Item,requested,2023-11-13
RET0002762,ORD0016308,PROD007813,Quality Issue,requested,2023-08-16
RET0002763,ORD0109725,PROD007268,Changed Mind,picked_up,2022-01-29
RET0002764,ORD0096847,PROD002631,Wrong Item,refunded,2024-02-29
RET0002765,ORD0000465,PROD003357,Quality Issue,picked_up,2022-09-12
RET0002766,ORD0105210,PROD003143,Size Issue,approved,2022-01-16
RET0002767,ORD0052959,PROD000213,Wrong Item,requested,2022-10-14
RET0002768,ORD0098319,PROD007472,Quality Issue,refunded,2023-10-16
RET0002769,ORD0049578,PROD002977,Late Delivery,requested,2023-12-13
RET0002770,ORD0058145,PROD004973,Size Issue,picked_up,2023-07-24
RET0002771,ORD0021650,PROD000152,Damaged Item,approved,2021-07-10
RET0002772,ORD0109009,PROD005976,Wrong Item,refunded,2022-02-04
RET0002773,ORD0013401,PROD000500,Size Issue,approved,2021-10-25
RET0002774,ORD0006460,PROD000217,Quality Issue,picked_up,2021-06-15
RET0002775,ORD0019398,PROD000024,Late Delivery,approved,2021-10-24
RET0002776,ORD0066285,PROD001687,Late Delivery,refunded,2021-03-03
RET0002777,ORD0023156,PROD007683,Size Issue,approved,2021-07-06
RET0002778,ORD0104164,PROD004732,Quality Issue,requested,2023-11-30
RET0002779,ORD0119326,PROD004879,Quality Issue,picked_up,2022-04-07
RET0002780,ORD0029540,PROD003248,Quality Issue,approved,2024-03-09
RET0002781,ORD0105148,PROD000853,Changed Mind,picked_up,2021-03-25
RET0002782,ORD0003866,PROD000898,Size Issue,requested,2022-04-23
RET0002783,ORD0092467,PROD003261,Size Issue,picked_up,2022-08-01
RET0002784,ORD0047973,PROD002309,Damaged Item,refunded,2022-08-06
RET0002785,ORD0116334,PROD005443,Damaged Item,requested,2024-03-22
RET0002786,ORD0113848,PROD002527,Wrong Item,requested,2022-10-12
RET0002787,ORD0065838,PROD002058,Changed Mind,requested,2021-12-14
RET0002788,ORD0042932,PROD003494,Quality Issue,refunded,2021-03-18
RET0002789,ORD0088370,PROD002217,Size Issue,requested,2021-06-20
RET0002790,ORD0022370,PROD000353,Wrong Item,picked_up,2023-10-16
RET0002791,ORD0048325,PROD007835,Late Delivery,requested,2021-09-09
RET0002792,ORD0104426,PROD000508,Damaged Item,approved,2023-07-02
RET0002793,ORD0070266,PROD000157,Wrong Item,approved,2023-01-09
RET0002794,ORD0095882,PROD000855,Quality Issue,picked_up,2022-11-04
RET0002795,ORD0029141,PROD000656,Wrong Item,refunded,2023-08-05
RET0002796,ORD0111840,PROD001243,Damaged Item,requested,2022-06-29
RET0002797,ORD0057257,PROD004395,Size Issue,requested,2023-09-05
RET0002798,ORD0102725,PROD004771,Late Delivery,approved,2024-01-27
RET0002799,ORD0112411,PROD005433,Quality Issue,approved,2023-01-20
RET0002800,ORD0083837,PROD001055,Damaged Item,picked_up,2024-04-10
RET0002801,ORD0018540,PROD006798,Size Issue,requested,2023-06-16
RET0002802,ORD0080413,PROD006998,Quality Issue,refunded,2021-03-09
RET0002803,ORD0009514,PROD000081,Wrong Item,picked_up,2022-02-25
RET0002804,ORD0038140,PROD005014,Size Issue,requested,2021-11-18
RET0002805,ORD0028989,PROD007742,Size Issue,requested,2022-08-25
RET0002806,ORD0119508,PROD000174,Changed Mind,picked_up,2023-09-11
RET0002807,ORD0004287,PROD006256,Quality Issue,picked_up,2021-04-21
RET0002808,ORD0093714,PROD004562,Wrong Item,requested,2023-07-28
RET0002809,ORD0029941,PROD006187,Size Issue,requested,2022-08-02
RET0002810,ORD0036550,PROD005236,Damaged Item,requested,2021-05-04
RET0002811,ORD0108813,PROD004103,Changed Mind,picked_up,2023-03-08
RET0002812,ORD0116276,PROD001987,Changed Mind,approved,2021-09-07
RET0002813,ORD0030703,PROD000921,Wrong Item,requested,2024-04-08
RET0002814,ORD0027730,PROD002012,Quality Issue,refunded,2022-05-27
RET0002815,ORD0107746,PROD003423,Damaged Item,requested,2022-06-10
RET0002816,ORD0048683,PROD000664,Changed Mind,picked_up,2024-03-25
RET0002817,ORD0058285,PROD007709,Quality Issue,picked_up,2022-10-20
RET0002818,ORD0044746,PROD005263,Damaged Item,requested,2024-02-29
RET0002819,ORD0012745,PROD002079,Changed Mind,approved,2022-02-02
RET0002820,ORD0075323,PROD003388,Size Issue,picked_up,2021-06-03
RET0002821,ORD0060950,PROD001259,Changed Mind,requested,2024-04-25
RET0002822,ORD0099689,PROD003242,Changed Mind,refunded,2022-03-14
RET0002823,ORD0073045,PROD005880,Wrong Item,requested,2023-03-05
RET0002824,ORD0118850,PROD001743,Damaged Item,refunded,2022-10-29
RET0002825,ORD0100027,PROD001154,Late Delivery,picked_up,2021-07-14
RET0002826,ORD0066069,PROD003233,Changed Mind,requested,2023-11-09
RET0002827,ORD0055685,PROD004043,Quality Issue,refunded,2021-02-18
RET0002828,ORD0030958,PROD007479,Quality Issue,picked_up,2022-12-16
RET0002829,ORD0044686,PROD005986,Wrong Item,refunded,2021-10-05
RET0002830,ORD0066806,PROD004846,Wrong Item,requested,2021-08-01
RET0002831,ORD0085944,PROD007041,Damaged Item,requested,2022-06-08
RET0002832,ORD0002269,PROD006461,Quality Issue,approved,2023-08-24
RET0002833,ORD0082324,PROD007512,Late Delivery,requested,2023-05-07
RET0002834,ORD0109345,PROD004531,Wrong Item,picked_up,2024-03-10
RET0002835,ORD0006386,PROD006311,Wrong Item,requested,2021-06-19
RET0002836,ORD0024725,PROD005191,Wrong Item,requested,2022-08-28
RET0002837,ORD0031475,PROD004323,Late Delivery,approved,2022-02-02
RET0002838,ORD0104189,PROD004965,Late Delivery,refunded,2021-07-26
RET0002839,ORD0108149,PROD003366,Size Issue,requested,2023-01-17
RET0002840,ORD0009929,PROD005722,Damaged Item,picked_up,2021-05-18
RET0002841,ORD0053179,PROD001130,Quality Issue,approved,2021-09-11
RET0002842,ORD0116780,PROD002185,Damaged Item,picked_up,2021-02-04
RET0002843,ORD0117268,PROD006664,Damaged Item,picked_up,2022-06-06
RET0002844,ORD0061775,PROD002545,Damaged Item,requested,2022-03-08
RET0002845,ORD0061885,PROD002239,Late Delivery,refunded,2021-04-26
RET0002846,ORD0057244,PROD003817,Damaged Item,approved,2022-07-16
RET0002847,ORD0104979,PROD001112,Late Delivery,refunded,2023-03-18
RET0002848,ORD0091730,PROD004046,Wrong Item,requested,2024-03-27
RET0002849,ORD0055651,PROD000997,Damaged Item,requested,2022-10-15
RET0002850,ORD0012743,PROD002379,Size Issue,requested,2023-05-19
RET0002851,ORD0068877,PROD000097,Quality Issue,requested,2022-12-26
RET0002852,ORD0068037,PROD004508,Wrong Item,approved,2021-09-29
RET0002853,ORD0044588,PROD002725,Wrong Item,requested,2024-01-20
RET0002854,ORD0097034,PROD003132,Damaged Item,picked_up,2024-01-21
RET0002855,ORD0119604,PROD001351,Size Issue,refunded,2021-05-07
RET0002856,ORD0057878,PROD007124,Changed Mind,requested,2023-11-24
RET0002857,ORD0048193,PROD007970,Damaged Item,refunded,2021-08-12
RET0002858,ORD0082299,PROD007748,Changed Mind,approved,2023-12-29
RET0002859,ORD0032381,PROD003445,Changed Mind,requested,2022-06-28
RET0002860,ORD0071480,PROD002111,Late Delivery,picked_up,2022-12-24
RET0002861,ORD0010043,PROD006103,Quality Issue,picked_up,2023-05-08
RET0002862,ORD0058136,PROD006435,Size Issue,approved,2023-04-26
RET0002863,ORD0018748,PROD006919,Wrong Item,requested,2023-06-24
RET0002864,ORD0117173,PROD005188,Size Issue,requested,2023-09-06
RET0002865,ORD0105982,PROD001130,Size Issue,requested,2023-09-17
RET0002866,ORD0062164,PROD000451,Late Delivery,requested,2021-04-18
RET0002867,ORD0052865,PROD007631,Size Issue,approved,2022-11-19
RET0002868,ORD0009139,PROD004846,Changed Mind,requested,2023-03-16
RET0002869,ORD0015417,PROD006061,Damaged Item,requested,2022-07-24
RET0002870,ORD0042370,PROD004375,Size Issue,requested,2021-09-17
RET0002871,ORD0000341,PROD003399,Quality Issue,requested,2024-04-01
RET0002872,ORD0044859,PROD004993,Damaged Item,picked_up,2021-07-15
RET0002873,ORD0102452,PROD003162,Size Issue,approved,2021-03-27
RET0002874,ORD0104635,PROD004603,Changed Mind,approved,2021-08-12
RET0002875,ORD0083525,PROD002946,Size Issue,refunded,2021-04-05
RET0002876,ORD0082449,PROD003531,Size Issue,picked_up,2021-11-02
RET0002877,ORD0025080,PROD005917,Wrong Item,refunded,2022-05-20
RET0002878,ORD0023602,PROD004265,Damaged Item,refunded,2023-08-28
RET0002879,ORD0036914,PROD007961,Quality Issue,requested,2023-05-28
RET0002880,ORD0056885,PROD001024,Quality Issue,picked_up,2023-05-30
RET0002881,ORD0099898,PROD001095,Late Delivery,refunded,2021-07-12
RET0002882,ORD0009415,PROD001266,Changed Mind,refunded,2023-08-19
RET0002883,ORD0009689,PROD004069,Wrong Item,requested,2022-03-27
RET0002884,ORD0109968,PROD003542,Damaged Item,requested,2021-04-15
RET0002885,ORD0089601,PROD005138,Quality Issue,requested,2022-12-03
RET0002886,ORD0044779,PROD005756,Changed Mind,picked_up,2022-10-16
RET0002887,ORD0015672,PROD007036,Changed Mind,refunded,2022-04-18
RET0002888,ORD0052405,PROD004814,Wrong Item,picked_up,2021-08-01
RET0002889,ORD0031822,PROD002535,Late Delivery,requested,2021-11-18
RET0002890,ORD0013553,PROD002262,Quality Issue,requested,2021-04-28
RET0002891,ORD0037058,PROD007319,Wrong Item,picked_up,2021-03-25
RET0002892,ORD0030246,PROD000120,Size Issue,picked_up,2022-04-04
RET0002893,ORD0080788,PROD002216,Damaged Item,approved,2022-10-07
RET0002894,ORD0079695,PROD001538,Size Issue,refunded,2021-03-07
RET0002895,ORD0035491,PROD004053,Wrong Item,requested,2023-03-25
RET0002896,ORD0026695,PROD005724,Damaged Item,approved,2024-03-21
RET0002897,ORD0096917,PROD001723,Damaged Item,requested,2021-11-03
RET0002898,ORD0026692,PROD007466,Wrong Item,refunded,2024-01-05
RET0002899,ORD0056649,PROD002291,Size Issue,refunded,2022-11-14
RET0002900,ORD0102088,PROD007679,Quality Issue,approved,2022-07-29
RET0002901,ORD0062064,PROD005617,Wrong Item,approved,2023-03-28
RET0002902,ORD0077619,PROD005346,Wrong Item,requested,2022-05-16
RET0002903,ORD0103675,PROD006030,Quality Issue,refunded,2023-06-09
RET0002904,ORD0113271,PROD004262,Changed Mind,approved,2022-08-01
RET0002905,ORD0078877,PROD001582,Late Delivery,approved,2022-02-06
RET0002906,ORD0100563,PROD002205,Quality Issue,picked_up,2023-02-15
RET0002907,ORD0095949,PROD003611,Late Delivery,approved,2021-07-12
RET0002908,ORD0081252,PROD004475,Damaged Item,picked_up,2022-04-01
RET0002909,ORD0110018,PROD004112,Damaged Item,requested,2022-09-19
RET0002910,ORD0034582,PROD007331,Late Delivery,approved,2022-03-13
RET0002911,ORD0101378,PROD005271,Size Issue,picked_up,2022-04-26
RET0002912,ORD0088130,PROD007015,Late Delivery,approved,2022-03-27
RET0002913,ORD0018088,PROD006653,Late Delivery,approved,2022-04-09
RET0002914,ORD0111842,PROD006972,Changed Mind,requested,2022-09-16
RET0002915,ORD0005130,PROD003678,Changed Mind,requested,2022-10-06
RET0002916,ORD0031700,PROD003832,Size Issue,requested,2021-11-02
RET0002917,ORD0067965,PROD001929,Late Delivery,approved,2023-12-02
RET0002918,ORD0076325,PROD003361,Changed Mind,picked_up,2023-04-16
RET0002919,ORD0023489,PROD006249,Wrong Item,picked_up,2024-02-17
RET0002920,ORD0014646,PROD007951,Changed Mind,refunded,2022-03-11
RET0002921,ORD0108669,PROD005131,Quality Issue,refunded,2022-09-20
RET0002922,ORD0076742,PROD003025,Damaged Item,requested,2022-07-10
RET0002923,ORD0015154,PROD003785,Size Issue,refunded,2024-01-16
RET0002924,ORD0024130,PROD007053,Quality Issue,approved,2023-12-02
RET0002925,ORD0031478,PROD007278,Size Issue,requested,2021-06-21
RET0002926,ORD0027594,PROD006113,Damaged Item,approved,2023-10-16
RET0002927,ORD0068776,PROD007216,Damaged Item,approved,2023-03-12
RET0002928,ORD0038528,PROD001492,Late Delivery,picked_up,2024-05-13
RET0002929,ORD0019490,PROD006060,Wrong Item,picked_up,2021-04-13
RET0002930,ORD0008409,PROD001936,Damaged Item,requested,2021-05-30
RET0002931,ORD0110229,PROD002701,Late Delivery,approved,2022-03-28
RET0002932,ORD0031620,PROD007784,Quality Issue,picked_up,2021-09-21
RET0002933,ORD0097798,PROD005842,Changed Mind,picked_up,2021-07-31
RET0002934,ORD0023701,PROD004915,Quality Issue,approved,2022-02-26
RET0002935,ORD0068554,PROD005852,Changed Mind,approved,2022-11-22
RET0002936,ORD0031333,PROD001467,Late Delivery,approved,2021-10-20
RET0002937,ORD0009539,PROD005784,Changed Mind,approved,2023-12-24
RET0002938,ORD0035359,PROD007152,Changed Mind,refunded,2023-01-05
RET0002939,ORD0096662,PROD007226,Quality Issue,approved,2023-05-17
RET0002940,ORD0046115,PROD003882,Size Issue,requested,2022-06-12
RET0002941,ORD0076766,PROD002611,Quality Issue,requested,2021-08-21
RET0002942,ORD0013519,PROD007752,Changed Mind,approved,2023-05-14
RET0002943,ORD0025006,PROD003558,Wrong Item,requested,2021-07-13
RET0002944,ORD0064499,PROD001772,Late Delivery,picked_up,2022-05-11
RET0002945,ORD0043157,PROD006328,Quality Issue,picked_up,2021-09-20
RET0002946,ORD0028306,PROD003403,Quality Issue,approved,2022-05-18
