product_id,category_id,brand_name,product_name,mrp,cost_price,weight_g,length_cm,height_cm,width_cm,launch_month,selling_price,product_rating_avg
PROD001135,CAT040,Samsung,Product_001135,4183.34,2780.26,2832,73.6,26.1,36.6,11,3137.73,3.2
PROD001136,CAT023,Dell,Product_001136,3157.84,2136.86,3182,66.8,48.1,42.9,11,2928.86,4.4
PROD001137,CAT025,Crompton,Product_001137,5053.25,2827.25,3051,70.9,7.1,13.7,12,3859.83,3.6
PROD001138,CAT012,Philips,Product_001138,8143.49,4931.37,5162,48.9,36.9,56.1,7,7634.63,4.5
PROD001139,CAT009,Fastrack,Product_001139,1764.71,1059.33,288,48.9,57.8,15.9,11,1532.22,2.6
PROD001140,CAT007,Airtel,Product_001140,13087.17,10132.87,953,35.2,39.7,13.4,4,12000.0,4.1
PROD001141,CAT009,Adidas,Product_001141,1867.11,1307.35,2163,35.1,6.7,11.8,7,1564.08,2.6
PROD001142,CAT008,Adidas,Product_001142,8273.45,5398.89,2735,68.8,54.7,56.4,4,7389.16,2.9
PROD001143,CAT030,Airtel,Product_001143,4360.23,2833.96,715,34.1,9.5,29.8,5,3264.57,4.3
PROD001144,CAT003,Tata,Product_001144,2918.32,1711.21,4923,41.5,23.4,33.9,4,2396.39,2.5
PROD001145,CAT026,Hp,Product_001145,5475.71,3124.26,3760,79.7,12.5,25.2,8,3886.36,3.4
PROD001146,CAT038,Crompton,Product_001146,14870.73,9685.6,5134,31.6,43.9,5.5,9,11271.52,4.7
PROD001147,CAT031,Crompton,Product_001147,7462.66,4012.88,5180,66.7,17.4,7.7,10,6584.21,2.9
PROD001148,CAT017,Boat,Product_001148,3833.55,2551.98,2868,25.8,17.1,4.9,9,3624.1,4.7
PROD001149,CAT003,Fastrack,Product_001149,8990.71,6003.55,4706,6.9,26.0,34.2,2,7009.23,3.0
PROD001150,CAT034,Crompton,Product_001150,2601.34,1795.96,4078,49.5,18.6,14.8,6,2063.39,3.1
PROD001151,CAT001,Hp,Product_001151,5673.78,3865.87,2047,41.0,47.5,26.5,8,4674.98,4.0
PROD001152,CAT028,Airtel,Product_001152,4477.41,2770.14,3650,64.0,32.5,29.8,6,3458.52,2.5
PROD001153,CAT027,Patanjali,Product_001153,14863.65,9642.36,5245,5.3,34.2,33.8,3,11415.79,4.1
PROD001154,CAT008,Fastrack,Product_001154,1165.59,772.01,4226,10.3,11.4,54.0,3,950.44,4.6
PROD001155,CAT030,Boat,Product_001155,3671.29,1853.12,3931,69.5,55.0,6.4,7,2740.22,3.3
PROD001156,CAT008,Adidas,Product_001156,6347.59,3709.89,1298,41.1,22.2,31.7,5,5014.24,3.9
PROD001157,CAT010,Mi,Product_001157,4535.09,1401.92,4588,43.0,23.9,11.4,9,3502.84,3.3
PROD001158,CAT033,Crompton,Product_001158,10222.55,6511.85,2204,21.9,16.1,55.9,8,8158.05,4.1
PROD001159,CAT040,Bajaj,Product_001159,821.6,550.61,3470,74.4,57.7,55.4,4,709.24,3.7
PROD001160,CAT011,Philips,Product_001160,7961.04,6558.16,3760,73.6,37.2,11.8,8,7577.05,3.7
PROD001161,CAT037,Red Tape,Product_001161,4972.31,3288.13,2882,43.8,5.5,10.6,7,4430.53,2.6
PROD001162,CAT037,Bajaj,Product_001162,3179.79,1624.22,994,21.3,13.2,10.2,2,2485.81,4.0
PROD001163,CAT031,Adidas,Product_001163,2094.65,1101.88,3866,78.7,29.9,9.5,10,1658.52,3.7
PROD001164,CAT006,Samsung,Product_001164,2552.36,1797.94,1435,71.9,12.9,12.9,9,2019.73,3.2
PROD001165,CAT012,Dell,Product_001165,2325.24,1377.88,1533,44.1,37.1,12.7,11,1836.68,3.6
PROD001166,CAT028,Fastrack,Product_001166,4530.71,2774.01,785,52.0,19.9,13.2,12,3221.07,3.3
PROD001167,CAT040,Philips,Product_001167,3399.37,2525.39,3448,38.0,22.3,12.3,4,2957.76,3.1
PROD001168,CAT033,Fastrack,Product_001168,1849.59,900.56,734,20.5,47.6,25.2,10,1494.41,2.8
PROD001169,CAT017,Bajaj,Product_001169,2907.3,2257.31,1964,56.1,32.4,18.2,12,2622.53,3.0
PROD001170,CAT010,Bajaj,Product_001170,2022.75,1104.77,4903,55.2,8.6,27.4,1,1791.49,2.8
PROD001171,CAT039,Adidas,Product_001171,15125.11,8133.75,2547,46.0,23.6,54.0,8,11336.27,2.5
PROD001172,CAT012,Crompton,Product_001172,1014.54,725.98,4930,66.1,54.0,23.7,10,864.21,4.2
PROD001173,CAT014,Samsung,Product_001173,3395.52,2182.95,2761,38.9,51.1,20.0,2,3022.28,2.7
PROD001174,CAT039,Samsung,Product_001174,4668.06,3304.37,1066,69.6,46.1,55.2,1,3902.63,3.4
PROD001175,CAT023,Philips,Product_001175,121.43,87.75,4198,21.3,50.9,22.0,4,105.05,4.0
PROD001176,CAT011,Crompton,Product_001176,9618.66,5197.32,2009,77.1,7.3,10.8,2,8248.54,4.1
PROD001177,CAT001,Bajaj,Product_001177,5044.02,1473.21,5319,20.4,9.1,38.7,3,4303.28,2.7
PROD001178,CAT018,Adidas,Product_001178,7233.76,4295.49,1515,17.0,3.1,19.8,3,5701.0,4.5
PROD001179,CAT040,Dell,Product_001179,5874.55,3399.93,4540,50.3,9.3,33.1,3,4388.46,2.7
PROD001180,CAT018,Patanjali,Product_001180,12617.9,8914.72,2767,12.0,49.8,47.0,6,10279.17,3.7
PROD001181,CAT028,Crompton,Product_001181,4939.73,2527.88,4648,17.6,4.2,35.7,12,4024.73,4.4
PROD001182,CAT011,Boat,Product_001182,3964.21,2398.73,1088,59.7,29.0,49.3,11,3419.04,3.6
PROD001183,CAT032,Philips,Product_001183,4929.17,3224.99,3522,28.1,16.3,23.3,2,4042.33,4.8
PROD001184,CAT032,Patanjali,Product_001184,7602.51,5931.66,711,65.0,50.3,13.4,10,6635.12,4.1
PROD001185,CAT025,Tata,Product_001185,3043.42,2475.94,4450,16.7,48.6,26.1,10,2897.59,3.3
PROD001186,CAT031,Dell,Product_001186,6991.38,4558.06,1373,33.9,46.4,27.1,5,5337.63,2.7
PROD001187,CAT024,Fastrack,Product_001187,9068.91,5809.5,2409,34.0,23.9,44.1,5,7693.12,4.4
PROD001188,CAT016,Airtel,Product_001188,2937.27,1886.74,3642,41.0,55.7,42.5,6,2452.58,4.5
PROD001189,CAT030,Adidas,Product_001189,4163.76,3321.45,2682,35.8,54.0,21.3,11,3873.08,4.0
PROD001190,CAT034,Airtel,Product_001190,3878.76,2566.36,4306,34.0,39.7,56.0,3,2981.06,3.3
PROD001191,CAT034,Wild Stone,Product_001191,562.29,435.6,3816,29.6,37.5,19.4,7,516.47,3.8
PROD001192,CAT009,Hp,Product_001192,4489.05,3427.35,804,6.1,21.5,59.8,12,4076.87,2.5
PROD001193,CAT028,Oneplus,Product_001193,237.15,170.5,4277,51.2,44.7,5.8,9,206.43,3.5
PROD001194,CAT001,Adidas,Product_001194,4751.62,3424.72,2387,40.5,56.4,41.7,4,4050.18,4.8
PROD001195,CAT023,Samsung,Product_001195,14533.06,9642.23,3328,33.0,20.3,38.7,10,11161.42,3.0
PROD001196,CAT023,Wild Stone,Product_001196,3944.36,2106.61,1269,20.9,18.6,36.8,3,3322.03,4.1
PROD001197,CAT015,Red Tape,Product_001197,9349.78,4837.49,2385,71.9,17.3,47.6,3,7033.37,2.7
PROD001198,CAT040,Crompton,Product_001198,99.66,70.54,4513,22.8,59.0,37.1,12,78.88,4.2
PROD001199,CAT036,Red Tape,Product_001199,3065.15,2089.3,5102,74.1,33.3,38.2,10,2725.64,3.5
PROD001200,CAT002,Samsung,Product_001200,6373.13,5113.39,5169,21.3,58.1,53.1,3,5727.14,3.3
PROD001201,CAT009,Airtel,Product_001201,7915.39,4778.59,3880,77.9,37.8,14.5,10,6259.35,3.7
PROD001202,CAT009,Adidas,Product_001202,12006.23,5835.45,526,36.5,19.0,33.7,3,8937.2,4.4
PROD001203,CAT036,Hp,Product_001203,6781.56,4191.66,2490,45.0,36.0,43.9,4,5582.06,4.4
PROD001204,CAT021,Dell,Product_001204,13113.05,8275.95,1143,27.4,11.0,21.2,12,10426.59,3.3
PROD001205,CAT030,Bajaj,Product_001205,7641.98,5551.49,3867,75.4,28.0,16.3,5,6542.97,4.0
PROD001206,CAT033,Airtel,Product_001206,10896.15,7207.59,971,26.2,27.7,11.2,1,8543.31,3.2
PROD001207,CAT031,Oneplus,Product_001207,7459.46,3467.15,5379,59.8,35.4,18.7,12,5639.73,3.5
PROD001208,CAT004,Airtel,Product_001208,3792.58,2590.29,1150,6.5,24.5,41.3,1,3322.36,4.0
PROD001209,CAT006,Fastrack,Product_001209,3256.25,566.59,385,46.9,28.4,38.4,12,2615.24,3.1
PROD001210,CAT016,Boat,Product_001210,3549.73,2072.15,4655,60.6,52.8,13.6,6,2815.2,3.2
PROD001211,CAT014,Wild Stone,Product_001211,5628.06,2563.59,1192,40.3,12.5,31.5,4,4229.15,2.9
PROD001212,CAT030,Crompton,Product_001212,4291.97,3031.78,230,53.2,55.5,16.0,4,3499.09,3.9
PROD001213,CAT007,Nike,Product_001213,1535.47,818.7,3060,62.6,33.2,56.4,2,1255.35,4.4
PROD001214,CAT015,Lakme,Product_001214,3073.61,2120.53,5334,42.5,38.5,44.6,11,2692.87,4.6
PROD001215,CAT010,Airtel,Product_001215,8921.86,5448.16,1544,21.4,8.0,13.7,12,7064.65,4.7
PROD001216,CAT008,Lakme,Product_001216,3694.58,2213.68,2307,34.8,10.4,20.2,9,2810.45,4.3
PROD001217,CAT007,Samsung,Product_001217,3382.69,2091.31,1381,59.8,44.5,51.8,3,2719.43,3.6
PROD001218,CAT008,Samsung,Product_001218,1216.99,885.29,3113,25.3,54.2,35.2,7,1086.68,4.4
PROD001219,CAT023,Airtel,Product_001219,2597.58,1686.78,1843,52.4,32.1,23.9,9,2141.04,3.1
PROD001220,CAT017,Dell,Product_001220,6843.46,3361.16,3293,16.1,11.7,37.5,1,5359.93,3.7
PROD001221,CAT018,Hp,Product_001221,4076.93,2173.55,2681,74.8,48.2,25.8,8,3061.2,4.6
PROD001222,CAT020,Adidas,Product_001222,266.51,180.29,5116,50.2,55.2,55.0,4,243.44,3.8
PROD001223,CAT030,Lakme,Product_001223,1254.1,873.4,3718,40.1,40.9,52.9,9,1143.23,3.9
PROD001224,CAT035,Mi,Product_001224,4143.16,2655.73,3786,65.9,12.6,13.0,11,3807.18,3.9
PROD001225,CAT022,Red Tape,Product_001225,1940.04,1368.57,2727,64.8,25.9,41.9,5,1652.67,4.3
PROD001226,CAT026,Adidas,Product_001226,4753.24,3038.81,1737,12.3,56.5,50.9,3,4370.06,2.7
PROD001227,CAT030,Oneplus,Product_001227,2462.65,1631.75,1795,28.0,13.1,15.8,5,2297.79,3.4
PROD001228,CAT028,Samsung,Product_001228,2666.81,1683.67,2822,39.4,11.9,52.8,1,1984.04,4.7
PROD001229,CAT006,Wild Stone,Product_001229,1971.02,1383.34,1136,30.5,42.7,27.5,4,1862.88,4.7
PROD001230,CAT040,Oneplus,Product_001230,6088.7,3330.74,815,28.8,33.5,21.2,3,5171.79,3.8
PROD001231,CAT007,Adidas,Product_001231,8634.56,5928.31,2111,31.4,13.9,59.1,1,7135.51,3.2
PROD001232,CAT017,Patanjali,Product_001232,13417.52,7860.48,805,15.7,37.8,42.5,10,12000.0,4.5
PROD001233,CAT027,Bajaj,Product_001233,5842.63,3740.13,1346,14.0,56.3,20.3,6,4931.58,4.5
PROD001234,CAT017,Hp,Product_001234,4319.72,2235.16,2989,24.5,51.6,33.7,11,3210.71,3.2
PROD001235,CAT010,Samsung,Product_001235,8687.18,5744.0,4367,10.3,2.4,40.0,4,7259.85,4.2
PROD001236,CAT037,Patanjali,Product_001236,3556.37,2242.72,1314,43.3,52.9,43.9,4,3378.5,4.7
PROD001237,CAT003,Philips,Product_001237,9709.14,7252.06,4375,16.5,38.4,15.7,6,8647.58,3.5
PROD001238,CAT010,Boat,Product_001238,3500.72,2011.72,184,10.1,17.5,38.5,3,2605.6,2.7
PROD001239,CAT040,Mi,Product_001239,4699.91,3096.17,5484,67.8,7.4,51.4,10,3489.89,4.4
PROD001240,CAT030,Crompton,Product_001240,6784.36,4958.27,2891,49.1,58.3,49.0,11,6094.75,4.0
PROD001241,CAT004,Mi,Product_001241,14751.88,9346.66,2670,72.4,3.7,20.5,9,11948.91,4.2
PROD001242,CAT031,Adidas,Product_001242,8432.75,6669.89,3613,78.8,12.7,58.3,3,7858.51,4.0
PROD001243,CAT039,Oneplus,Product_001243,3416.76,2174.56,2666,49.5,40.9,4.7,10,2462.44,3.5
PROD001244,CAT004,Tata,Product_001244,2900.1,1578.76,2303,64.7,46.0,47.6,5,2370.85,4.7
PROD001245,CAT017,Airtel,Product_001245,1213.98,881.46,2103,17.0,17.5,21.8,12,1116.02,3.9
PROD001246,CAT019,Tata,Product_001246,3919.37,2169.39,5380,57.4,44.8,56.7,5,3025.14,3.7
PROD001247,CAT006,Boat,Product_001247,8739.77,5401.44,4752,46.2,46.4,52.2,8,6562.02,3.8
PROD001248,CAT009,Nike,Product_001248,2884.12,1589.67,2813,55.7,48.6,53.3,5,2617.42,4.3
PROD001249,CAT007,Hp,Product_001249,8234.75,5044.93,4617,12.9,45.7,18.1,11,6926.86,3.9
PROD001250,CAT008,Airtel,Product_001250,2817.4,2074.07,905,75.2,3.9,48.6,1,2607.22,2.7
PROD001251,CAT017,Tata,Product_001251,9795.97,6278.58,2959,36.3,53.8,22.6,12,8505.35,3.1
PROD001252,CAT019,Hp,Product_001252,5383.13,3379.23,2531,63.2,34.6,29.0,11,5033.18,3.7
PROD001253,CAT010,Lakme,Product_001253,6236.25,4082.37,1854,79.3,27.0,54.6,1,5521.91,2.9
PROD001254,CAT012,Crompton,Product_001254,4370.09,2773.5,5060,70.5,3.4,44.3,3,3244.15,4.5
PROD001255,CAT008,Tata,Product_001255,2041.44,1270.98,4595,28.4,36.3,39.9,4,1919.76,4.3
PROD001256,CAT032,Samsung,Product_001256,6802.88,4121.83,4998,35.1,11.4,11.2,5,4748.47,4.2
PROD001257,CAT009,Red Tape,Product_001257,7677.53,4169.34,3530,53.6,33.8,34.1,8,5871.06,3.6
PROD001258,CAT037,Adidas,Product_001258,2398.56,2004.92,2132,45.4,13.0,10.9,8,2234.89,3.2
PROD001259,CAT022,Dell,Product_001259,2410.35,1513.59,4187,35.8,41.9,8.2,3,2094.99,4.4
PROD001260,CAT033,Mi,Product_001260,14504.39,10486.14,686,54.0,7.2,57.0,10,12000.0,3.3
PROD001261,CAT026,Red Tape,Product_001261,12057.74,6205.55,4707,73.2,36.8,37.2,1,10169.85,3.8
PROD001262,CAT011,Wild Stone,Product_001262,15689.68,8958.51,255,28.2,39.3,4.3,8,11801.49,3.2
PROD001263,CAT025,Oneplus,Product_001263,5830.07,3255.29,4518,14.6,24.9,30.3,9,5253.66,4.8
PROD001264,CAT011,Philips,Product_001264,13246.86,10526.06,3901,55.7,55.2,20.1,5,12000.0,4.1
PROD001265,CAT005,Lakme,Product_001265,2552.75,1466.95,578,49.2,32.5,12.6,5,2002.76,4.7
PROD001266,CAT011,Crompton,Product_001266,2772.15,1586.54,894,72.9,45.5,49.9,1,2186.73,4.7
PROD001267,CAT012,Mi,Product_001267,8200.31,4438.69,2543,60.7,27.8,12.6,2,6509.45,3.0
PROD001268,CAT006,Nike,Product_001268,7322.67,5334.64,1719,34.8,47.9,13.3,6,6922.3,4.2
PROD001269,CAT001,Nike,Product_001269,3626.66,2068.95,4783,52.5,54.0,17.0,2,3215.16,3.6
PROD001270,CAT038,Dell,Product_001270,1963.38,1266.26,1141,69.7,26.0,43.9,7,1508.01,3.9
PROD001271,CAT021,Red Tape,Product_001271,2225.3,1351.84,2352,31.1,58.1,14.7,11,1808.81,3.6
PROD001272,CAT017,Mi,Product_001272,5424.15,3393.52,1507,6.0,10.9,22.0,5,4407.52,2.6
PROD001273,CAT038,Patanjali,Product_001273,10223.91,7651.41,787,52.0,51.1,54.5,9,8977.99,4.1
PROD001274,CAT009,Fastrack,Product_001274,3110.76,1807.76,1503,6.9,32.5,35.6,8,2757.64,3.6
PROD001275,CAT017,Tata,Product_001275,3154.56,2380.08,4744,75.3,10.0,13.7,9,2899.86,2.8
PROD001276,CAT034,Tata,Product_001276,4628.02,2263.95,3964,17.6,38.3,52.2,10,3469.37,4.0
PROD001277,CAT026,Oneplus,Product_001277,9954.22,5699.76,5037,33.1,9.6,32.7,9,7848.31,2.9
PROD001278,CAT016,Oneplus,Product_001278,5884.21,4520.2,2289,76.0,53.5,50.7,1,5407.98,4.5
PROD001279,CAT011,Tata,Product_001279,3846.91,1784.49,1398,11.0,49.3,8.4,10,2889.56,2.5
PROD001280,CAT002,Lakme,Product_001280,4534.53,3104.76,242,5.3,40.0,13.1,10,3702.53,3.5
PROD001281,CAT004,Lakme,Product_001281,1637.68,1068.37,2774,12.8,15.5,9.1,5,1424.06,3.3
PROD001282,CAT007,Adidas,Product_001282,6574.2,4321.52,315,79.0,57.8,30.9,8,5623.1,4.5
PROD001283,CAT032,Bajaj,Product_001283,8346.56,5065.51,123,77.9,51.5,25.7,10,6584.43,4.2
PROD001284,CAT026,Boat,Product_001284,3195.56,1695.09,3365,33.8,43.5,27.3,4,2747.97,3.1
PROD001285,CAT018,Dell,Product_001285,11495.22,6340.58,990,60.7,23.2,24.5,3,9394.41,3.3
PROD001286,CAT032,Bajaj,Product_001286,2890.79,1891.7,3123,60.2,30.1,27.8,9,2288.56,4.0
PROD001287,CAT007,Oneplus,Product_001287,4787.65,3125.29,3197,12.5,21.6,25.3,4,4318.6,4.7
PROD001288,CAT009,Oneplus,Product_001288,2554.84,1471.95,4009,22.6,51.3,12.9,9,1916.22,3.4
PROD001289,CAT016,Boat,Product_001289,4918.47,3756.12,2169,71.7,19.9,35.9,5,4251.6,4.4
PROD001290,CAT037,Mi,Product_001290,6691.16,3640.04,3908,17.4,15.8,52.7,10,4573.84,4.2
PROD001291,CAT025,Red Tape,Product_001291,1424.84,868.79,2076,44.1,14.4,59.7,3,1060.87,4.1
PROD001292,CAT035,Patanjali,Product_001292,2930.37,1529.92,628,23.3,25.3,10.6,5,2492.21,3.0
PROD001293,CAT010,Red Tape,Product_001293,4722.32,2755.3,1774,46.8,38.1,27.0,7,3749.2,2.6
PROD001294,CAT034,Hp,Product_001294,14427.51,8291.33,141,19.7,50.2,17.5,7,11704.6,3.6
PROD001295,CAT003,Crompton,Product_001295,13253.78,7085.68,2597,21.2,55.6,35.7,11,11212.67,3.9
PROD001296,CAT010,Fastrack,Product_001296,14677.71,10437.01,4098,8.5,6.6,24.2,6,11790.06,3.6
PROD001297,CAT021,Nike,Product_001297,2150.92,1446.77,4338,79.3,4.7,53.2,12,1628.44,3.4
PROD001298,CAT003,Airtel,Product_001298,3590.76,1930.1,1353,13.5,23.0,56.4,5,2783.35,3.2
PROD001299,CAT035,Patanjali,Product_001299,15445.31,10525.03,670,36.2,49.0,22.2,10,11905.94,4.5
PROD001300,CAT035,Tata,Product_001300,2439.33,1320.89,1101,36.3,54.6,24.0,2,2163.44,2.9
PROD001301,CAT022,Red Tape,Product_001301,10417.28,7922.85,5412,27.8,11.8,34.0,6,8859.58,2.5
PROD001302,CAT013,Airtel,Product_001302,6137.56,4293.65,1785,64.5,18.6,39.6,12,5046.73,2.7
PROD001303,CAT004,Crompton,Product_001303,1185.12,740.43,2418,30.3,54.3,46.1,12,1114.61,3.5
PROD001304,CAT025,Wild Stone,Product_001304,9211.77,5608.34,508,51.9,35.4,9.6,2,7191.43,3.8
PROD001305,CAT022,Patanjali,Product_001305,1445.37,1057.83,4362,45.7,25.6,6.9,4,1260.09,4.1
PROD001306,CAT031,Nike,Product_001306,250.05,179.63,2522,69.8,16.1,42.0,8,215.94,3.8
PROD001307,CAT025,Airtel,Product_001307,2341.63,1435.77,572,66.5,8.5,30.8,1,2063.51,4.0
PROD001308,CAT006,Bajaj,Product_001308,1835.69,1149.35,2654,21.3,8.3,41.7,5,1627.69,2.8
PROD001309,CAT005,Hp,Product_001309,3909.61,2716.69,3952,61.3,41.1,20.9,12,3444.55,3.5
PROD001310,CAT032,Bajaj,Product_001310,9137.95,5112.03,2654,64.4,43.8,13.6,10,7936.35,4.1
PROD001311,CAT007,Airtel,Product_001311,5259.56,2714.09,5331,73.9,23.2,10.2,6,4271.04,3.2
PROD001312,CAT038,Fastrack,Product_001312,14342.62,7901.95,4807,77.2,37.1,48.0,6,11707.6,3.1
PROD001313,CAT005,Crompton,Product_001313,8232.54,6008.85,2880,60.3,11.1,26.6,5,7306.68,3.1
PROD001314,CAT030,Oneplus,Product_001314,478.97,313.19,5179,38.7,3.2,8.6,3,411.37,3.4
PROD001315,CAT040,Red Tape,Product_001315,1514.12,966.79,4481,27.0,7.8,17.8,9,1361.71,2.5
PROD001316,CAT018,Crompton,Product_001316,5632.05,3264.08,2089,69.8,8.1,52.2,2,4339.33,4.6
PROD001317,CAT003,Dell,Product_001317,7308.54,4466.12,4266,73.7,59.1,31.0,9,6780.87,3.0
PROD001318,CAT036,Lakme,Product_001318,14446.16,7898.78,2832,12.3,15.7,51.8,5,12000.0,4.5
PROD001319,CAT008,Nike,Product_001319,2521.63,1662.32,3011,46.6,9.8,56.9,10,2090.61,2.6
PROD001320,CAT022,Nike,Product_001320,6556.39,3392.95,2911,14.7,48.1,7.7,7,5364.24,3.1
PROD001321,CAT040,Wild Stone,Product_001321,8262.0,5025.87,4440,23.9,23.3,56.8,12,6279.57,3.7
PROD001322,CAT030,Wild Stone,Product_001322,4071.85,2370.39,5060,33.7,14.0,24.8,8,3291.25,2.8
PROD001323,CAT002,Bajaj,Product_001323,1006.01,833.2,1825,28.3,14.8,43.1,12,933.8,4.8
PROD001324,CAT033,Nike,Product_001324,14772.37,8820.8,3566,58.7,10.1,26.6,11,11006.99,3.8
PROD001325,CAT007,Wild Stone,Product_001325,4134.17,2252.5,3493,10.9,6.6,38.4,9,3152.47,4.4
PROD001326,CAT030,Mi,Product_001326,11817.03,9053.63,4892,51.0,41.4,41.5,5,10603.73,3.1
PROD001327,CAT025,Lakme,Product_001327,6289.98,3455.97,2515,48.6,27.5,11.4,1,5604.27,2.9
PROD001328,CAT012,Crompton,Product_001328,7934.81,5971.16,1127,64.0,10.6,28.1,10,6879.3,4.4
PROD001329,CAT017,Wild Stone,Product_001329,3489.77,2034.45,1197,12.3,48.0,15.6,8,2989.21,3.0
PROD001330,CAT005,Adidas,Product_001330,7019.66,3537.62,377,29.9,3.1,10.7,3,5773.23,3.4
PROD001331,CAT040,Tata,Product_001331,3587.48,2462.84,644,57.3,27.0,37.1,1,3203.81,4.2
PROD001332,CAT010,Boat,Product_001332,6617.09,3954.16,1727,58.4,9.4,42.1,11,5925.56,3.0
PROD001333,CAT013,Lakme,Product_001333,5833.69,3696.16,654,38.7,3.6,18.4,7,5009.97,4.0
PROD001334,CAT021,Samsung,Product_001334,12217.55,8206.43,4804,39.6,33.9,4.4,2,9761.49,4.7
PROD001335,CAT027,Airtel,Product_001335,2376.93,1584.31,2055,77.4,11.0,58.4,11,1891.8,3.7
PROD001336,CAT021,Mi,Product_001336,11977.6,6958.35,2090,29.5,6.0,30.6,10,8919.64,3.1
PROD001337,CAT021,Red Tape,Product_001337,2259.85,1817.61,4191,16.3,29.8,40.5,6,2034.57,4.7
PROD001338,CAT024,Lakme,Product_001338,3751.02,2373.98,1727,76.5,50.9,8.2,4,3211.88,4.6
PROD001339,CAT035,Samsung,Product_001339,6810.52,3110.93,3962,65.7,30.2,38.7,3,5084.74,3.9
PROD001340,CAT016,Fastrack,Product_001340,4037.92,2717.09,4541,22.8,6.6,46.7,8,3212.34,4.2
PROD001341,CAT034,Hp,Product_001341,4296.92,2332.37,2045,69.3,19.7,6.7,3,3500.02,4.2
PROD001342,CAT032,Bajaj,Product_001342,1749.07,942.26,2680,23.9,27.9,33.3,7,1443.25,3.5
PROD001343,CAT039,Samsung,Product_001343,1901.65,1100.95,1840,67.1,18.3,12.0,1,1772.85,3.1
PROD001344,CAT037,Samsung,Product_001344,11706.29,6202.77,2385,52.1,21.6,12.2,7,8881.78,2.7
PROD001345,CAT032,Hp,Product_001345,3947.19,2764.69,3236,41.2,31.0,38.4,5,3485.63,2.6
PROD001346,CAT010,Bajaj,Product_001346,1133.42,639.07,1988,74.6,56.7,38.7,12,915.78,2.6
PROD001347,CAT031,Bajaj,Product_001347,10511.55,5944.91,2606,65.7,48.7,35.0,9,8605.44,3.0
PROD001348,CAT030,Wild Stone,Product_001348,5485.94,3521.75,2780,14.7,13.9,32.6,8,4526.91,2.8
PROD001349,CAT012,Oneplus,Product_001349,2549.01,1802.13,232,57.9,47.5,30.3,6,2183.17,2.6
PROD001350,CAT028,Lakme,Product_001350,4468.67,3496.43,984,64.2,24.9,30.9,3,3967.22,3.8
PROD001351,CAT011,Boat,Product_001351,3661.52,1801.84,3023,45.6,49.3,22.7,9,2868.19,3.3
PROD001352,CAT021,Dell,Product_001352,1074.68,620.31,114,25.7,37.8,18.4,5,751.33,4.8
PROD001353,CAT032,Mi,Product_001353,5656.49,3089.34,3903,22.6,41.4,18.9,2,3735.39,4.0
PROD001354,CAT008,Oneplus,Product_001354,3599.89,1930.67,4990,78.1,23.0,54.9,2,2992.75,4.7
PROD001355,CAT014,Crompton,Product_001355,6444.57,4722.89,4175,37.8,43.4,18.9,7,6078.74,2.6
PROD001356,CAT032,Fastrack,Product_001356,9702.74,5221.13,1796,43.9,34.8,25.0,5,8294.87,3.1
PROD001357,CAT019,Patanjali,Product_001357,3399.95,1820.09,2529,49.9,37.9,32.2,1,2559.08,4.3
PROD001358,CAT039,Wild Stone,Product_001358,2285.1,1548.15,3614,12.5,33.7,45.6,4,1966.24,3.9
PROD001359,CAT001,Crompton,Product_001359,6985.3,4963.4,3774,11.1,5.2,47.5,12,5950.15,3.3
PROD001360,CAT029,Boat,Product_001360,845.38,470.82,5378,19.9,29.5,44.4,8,639.02,4.4
PROD001361,CAT033,Nike,Product_001361,5532.97,2975.27,2762,9.9,5.0,21.0,2,4472.21,3.7
PROD001362,CAT037,Tata,Product_001362,7817.19,4848.38,1447,72.4,11.8,13.1,11,6057.48,4.6
PROD001363,CAT007,Boat,Product_001363,1186.65,662.18,2056,16.1,29.6,49.8,12,929.54,3.8
PROD001364,CAT040,Samsung,Product_001364,8462.38,5371.37,5081,22.0,25.6,53.0,4,6766.99,3.9
PROD001365,CAT016,Wild Stone,Product_001365,12519.91,8230.27,3517,45.3,4.8,55.1,6,9593.68,3.2
PROD001366,CAT015,Samsung,Product_001366,2434.1,1558.36,4767,72.2,10.0,52.1,11,2245.08,2.7
PROD001367,CAT015,Red Tape,Product_001367,7162.84,4452.04,4010,8.7,29.0,24.2,6,5396.23,2.5
PROD001368,CAT026,Lakme,Product_001368,3863.36,2414.2,5313,21.2,58.1,12.6,11,2924.18,3.2
PROD001369,CAT027,Airtel,Product_001369,930.69,518.52,2807,58.8,30.2,41.5,7,771.88,4.5
PROD001370,CAT019,Bajaj,Product_001370,2837.52,1803.17,5229,43.9,46.8,40.4,8,2293.09,3.3
PROD001371,CAT003,Samsung,Product_001371,3316.28,2389.45,4884,49.6,27.7,17.9,10,2977.33,4.4
PROD001372,CAT040,Adidas,Product_001372,5209.1,3000.98,4653,6.3,13.1,38.7,9,4398.15,4.8
PROD001373,CAT009,Tata,Product_001373,3448.93,2283.76,5171,70.0,3.2,59.9,1,3104.88,3.5
PROD001374,CAT004,Fastrack,Product_001374,3268.61,2260.55,2938,48.4,23.8,13.4,10,3093.54,3.5
PROD001375,CAT024,Philips,Product_001375,12025.74,7443.48,4111,67.6,55.3,25.2,1,8945.92,4.5
